ID,x,y
3558,-122.440846,37.798939
3552,-122.402001,37.769133
3566,-122.422842,37.776911
3567,-122.422907,37.784302
3560,-122.393696,37.778036
3572,-122.438732,37.730512
3573,-122.410591,37.779548
3570,-122.431958,37.764284
3569,-122.398409,37.774415
3583,-122.42958,37.776747
3578,-122.421625,37.761588
3579,-122.396016,37.792965
3461,-122.423619,37.766409
3459,-122.40427,37.777387
3470,-122.415238,37.770587
3471,-122.437301,37.783822
3467,-122.423707,37.741541
3464,-122.404207,37.791786
3465,-122.422506,37.7731
3478,-122.377385,37.798993
3479,-122.436584,37.787594
3476,-122.399798,37.798125
3475,-122.420314,37.774306
3473,-122.399544,37.798838
3486,-122.395921,37.79082
3484,-122.437617,37.73167
3485,-122.404106,37.770194
3481,-122.442321,37.796299
3494,-122.421846,37.787508
3495,-122.401687,37.788532
3492,-122.398633,37.783928
3493,-122.437204,37.799419
3491,-122.40385,37.767975
3500,-122.454653,37.774447
3498,-122.433637,37.787987
3497,-122.404557,37.749179
3510,-122.44753,37.772798
3511,-122.41661,37.804692
3508,-122.435532,37.773405
3509,-122.453103,37.731667
3506,-122.403057,37.789039
3507,-122.423539,37.79571
3519,-122.432098,37.797584
3516,-122.420344,37.770302
3517,-122.450984,37.78205
3515,-122.418518,37.780397
3513,-122.421812,37.779291
3655,-122.412751,37.761149
3650,-122.424236,37.766028
3651,-122.425282,37.796241
3662,-122.418607,37.775728
3663,-122.394855,37.790337
3660,-122.463287,37.777285
3659,-122.398135,37.786451
3657,-122.418281,37.77761
3668,-122.418993,37.746984
3666,-122.428136,37.794293
3664,-122.419039,37.769942
3679,-122.406212,37.775329
3674,-122.422035,37.788986
3675,-122.433155,37.764838
3672,-122.431058,37.764302
3684,-122.427572,37.764603
3682,-122.428603,37.778119
3681,-122.41711,37.791344
3695,-122.418698,37.773472
3693,-122.483878,37.765164
3690,-122.419995,37.787078
3688,-122.420923,37.777045
3702,-122.396503,37.777112
3703,-122.430324,37.779796
3701,-122.408756,37.797675
3699,-122.411158,37.765585
3708,-122.429884,37.75158
3709,-122.436824,37.756607
3706,-122.41973,37.765342
3590,-122.394295,37.789949
3591,-122.371966,37.803836
3589,-122.462884,37.766176
3586,-122.40689,37.773936
3587,-122.413439,37.783755
3584,-122.45209,37.786641
3585,-122.438736,37.779359
3599,-122.401284,37.799697
3596,-122.417006,37.789217
3594,-122.455173,37.770913
3595,-122.463973,37.76079
3607,-122.429901,37.798011
3604,-122.444635,37.798824
3603,-122.40756,37.765789
3600,-122.422378,37.769539
3614,-122.444169,37.787569
3615,-122.44998,37.772494
3612,-122.40598,37.791686
3611,-122.420715,37.799048
3608,-122.39819,37.78668
3623,-122.421535,37.787434
3621,-122.405023,37.771694
3618,-122.397273,37.778922
3616,-122.424829,37.786144
3617,-122.405299,37.77114
3631,-122.402178,37.72677
3628,-122.401011,37.798323
3629,-122.418159,37.790185
3626,-122.437008,37.779332
3627,-122.402436,37.786561
3625,-122.477112,37.764155
3637,-122.393058,37.783495
3634,-122.410556,37.765807
3632,-122.414965,37.77859
3633,-122.419057,37.777576
3647,-122.39602,37.786141
3645,-122.419987,37.795444
3643,-122.410338,37.782324
3641,-122.411332,37.776442
3782,-122.389317,37.790172
3783,-122.40788,37.769192
3778,-122.389296,37.790136
3779,-122.405767,37.778454
3777,-122.452864,37.786554
3790,-122.391354,37.692972
3789,-122.435578,37.766982
3787,-122.407621,37.798727
3785,-122.422449,37.782173
3798,-122.419393,37.7759
3799,-122.405364,37.796924
3797,-122.419314,37.770394
3794,-122.393435,37.764763
3795,-122.421141,37.789538
3792,-122.418827,37.789823
3793,-122.405675,37.790765
3804,-122.405692,37.785404
3805,-122.412742,37.76553
3803,-122.429256,37.774256
3801,-122.418672,37.772853
3814,-122.424179,37.765337
3815,-122.392001,37.69558
3812,-122.433739,37.788918
3813,-122.403596,37.775196
3809,-122.422679,37.771954
3822,-122.435229,37.76226
3820,-122.424646,37.805231
3818,-122.4384,37.777845
3819,-122.397871,37.790216
3830,-122.423163,37.754013
3831,-122.403861,37.73027
3828,-122.422702,37.772319
3824,-122.437795,37.78381
3825,-122.436122,37.788651
3836,-122.397898,37.769582
3835,-122.442298,37.773457
3832,-122.427661,37.7896
3718,-122.422709,37.78393
3719,-122.421844,37.777984
3715,-122.422058,37.780567
3727,-122.412298,37.780616
3722,-122.401992,37.748419
3721,-122.422313,37.7904
3730,-122.438624,37.779207
3728,-122.412352,37.78063
3742,-122.427823,37.768735
3743,-122.424083,37.739838
3740,-122.420437,37.780754
3741,-122.41861,37.775645
3736,-122.398622,37.779851
3737,-122.43036,37.788182
3750,-122.418531,37.75214
3748,-122.423024,37.776455
3749,-122.434635,37.763068
3747,-122.433388,37.780358
3756,-122.401004,37.78216
3757,-122.401396,37.789301
3752,-122.426254,37.793216
3753,-122.436291,37.792719
3767,-122.408284,37.792063
3764,-122.408754,37.799369
3765,-122.396368,37.76824
3760,-122.412995,37.787751
3761,-122.396492,37.778371
3774,-122.416357,37.789106
3775,-122.409173,37.78443
3772,-122.411158,37.776556
3773,-122.400918,37.723338
3770,-122.424147,37.790755
3771,-122.409667,37.794611
3769,-122.43732,37.783879
3910,-122.4108,37.775536
3911,-122.422068,37.764916
3909,-122.449592,37.797491
3906,-122.394992,37.766308
3904,-122.439226,37.781287
3905,-122.43909,37.780507
3917,-122.423665,37.763206
3915,-122.424379,37.783838
3913,-122.415633,37.77545
3926,-122.410579,37.734533
3925,-122.436757,37.778973
3922,-122.415119,37.762733
3923,-122.404418,37.781133
3920,-122.39863,37.776561
3921,-122.43988,37.787177
3932,-122.408017,37.768911
3933,-122.406737,37.775272
3931,-122.418995,37.775483
3928,-122.415595,37.775581
3936,-122.442404,37.797274
3937,-122.449416,37.785614
3950,-122.40453,37.792683
3951,-122.415431,37.790834
3948,-122.467363,37.781018
3946,-122.421605,37.787162
3947,-122.39207,37.778306
3959,-122.40518,37.765044
3956,-122.43021,37.797821
3954,-122.409222,37.788528
3955,-122.418593,37.769759
3964,-122.397823,37.791765
3962,-122.458228,37.781364
3961,-122.393343,37.794758
3846,-122.449564,37.7823
3847,-122.420335,37.770148
3844,-122.40856,37.781212
3845,-122.416631,37.778722
3843,-122.473904,37.80571
3841,-122.420336,37.788966
3862,-122.422717,37.772619
3870,-122.422548,37.748607
3871,-122.415777,37.791434
3868,-122.423817,37.780708
3869,-122.428502,37.770607
3867,-122.423526,37.787514
3865,-122.417562,37.753724
3878,-122.424414,37.792257
3879,-122.41806,37.777808
3876,-122.404799,37.793219
3877,-122.429159,37.775177
3874,-122.410706,37.772113
3875,-122.409844,37.787454
3872,-122.403034,37.729279
3886,-122.412425,37.783526
3884,-122.418392,37.787446
3882,-122.398272,37.779735
3881,-122.424248,37.799727
3895,-122.409624,37.778105
3892,-122.403115,37.778113
3893,-122.399151,37.790939
3889,-122.41975,37.796187
3903,-122.421696,37.779925
3900,-122.438977,37.761655
3896,-122.403891,37.789566
3897,-122.439921,37.784786
4038,-122.411957,37.773511
4039,-122.418199,37.749154
4036,-122.439806,37.773573
4037,-122.46088,37.766238
4034,-122.405392,37.797685
4044,-122.443045,37.786806
4045,-122.408507,37.784198
4043,-122.404934,37.787342
4055,-122.42844,37.768047
4051,-122.415921,37.777184
4048,-122.412014,37.788509
4062,-122.418245,37.78589
4060,-122.427963,37.795249
4061,-122.423372,37.785553
4071,-122.401598,37.786093
4069,-122.403585,37.78882
4066,-122.398359,37.789671
4065,-122.442766,37.7994
4078,-122.416603,37.789143
4076,-122.450349,37.782168
4085,-122.412121,37.772234
4082,-122.41637,37.791096
4083,-122.402928,37.77631
4095,-122.412347,37.789752
4092,-122.426917,37.769233
4093,-122.420324,37.788537
4089,-122.401903,37.776376
3974,-122.424091,37.764384
3972,-122.42452,37.764781
3969,-122.41731,37.771267
3982,-122.422576,37.770114
3978,-122.412238,37.770948
3988,-122.396745,37.785602
3989,-122.403072,37.789227
3986,-122.417853,37.77039
3985,-122.393827,37.780521
3998,-122.392533,37.761858
3999,-122.415028,37.769536
3996,-122.447278,37.779468
3997,-122.428499,37.7634
3994,-122.413242,37.790614
3992,-122.421804,37.789629
3993,-122.40465,37.782504
4006,-122.431957,37.762714
4007,-122.412861,37.762513
4005,-122.394147,37.787578
4003,-122.424958,37.795521
4001,-122.42519,37.795987
4015,-122.454887,37.769171
4012,-122.404262,37.770403
4013,-122.424426,37.738552
4010,-122.392159,37.789605
4011,-122.396863,37.795381
4021,-122.415875,37.790267
4018,-122.436876,37.770734
4019,-122.470139,37.78649
4031,-122.431036,37.765836
4029,-122.418143,37.770024
4024,-122.438731,37.762386
2119,-122.471967,37.780688
2116,-122.420306,37.787685
2117,-122.420605,37.787634
2115,-122.417123,37.789214
2112,-122.403055,37.728298
2126,-122.402932,37.785641
